Index,Temperature,Humidity%,Rain
1218,24,65.5,Yes
1219,20,63.4,No
1220,27,55.7,Yes
1221,31,54.7,Yes
1222,12,45.5,No
1223,19,45.2,No
1224,12,42.4,No
1225,29,41.2,Yes
1226,34,52.9,Yes
1227,23,70.0,Yes
1228,21,62.2,No
1229,17,63.4,No
1230,21,63.9,No
1231,12,63.0,No
1232,29,61.8,Yes
1233,32,90.0,Yes
1234,30,86.7,Yes
1235,31,90.0,Yes
1236,29,98.5,Yes
1237,25,92.0,Yes
1238,30,79.6,Yes
1239,30,88.5,Yes
1240,30,93.2,Yes
1241,28,93.5,Yes
1242,16,75.5,No
1243,26,74.0,Yes
1244,26,87.8,Yes
1245,26,93.9,Yes
1246,26,91.2,Yes
1247,30,79.1,Yes
1248,21,67.1,No
1249,15,66.9,No
1250,28,68.8,Yes
1251,25,84.1,Yes
1252,13,76.8,No
1253,30,70.3,Yes
1254,17,59.9,No
1255,14,63.5,No
1256,21,66.9,No
1257,19,64.5,No
1258,18,70.1,No
1259,18,77.4,No
1260,32,76.0,Yes
1261,33,89.3,Yes
1262,16,69.2,No
1263,25,76.6,Yes
1264,23,73.1,Yes
1265,28,70.6,Yes
1266,18,57.5,No
1267,18,61.4,No
1268,27,64.8,Yes
1269,13,74.2,No
1270,16,78.5,No
1271,34,85.5,Yes
1272,24,83.2,Yes
1273,18,86.7,No
1274,24,71.5,Yes
1275,24,88.7,Yes
1276,17,84.0,No
1277,34,78.1,Yes
1278,34,89.7,Yes
1279,27,84.7,Yes
1280,24,83.2,Yes
1281,32,80.1,Yes
1282,27,68.7,Yes
1283,29,73.4,Yes
1284,30,75.4,Yes
1285,27,72.6,Yes
1286,31,69.8,Yes
1287,30,71.8,Yes
1288,24,65.5,Yes
1289,26,75.7,Yes
1290,21,75.0,No
1291,29,65.6,Yes
1292,24,62.7,Yes
1293,21,51.1,No
1294,12,51.0,No
1295,13,48.1,No
1296,27,44.5,Yes
1297,23,63.3,Yes
1298,29,70.8,Yes
1299,16,71.1,No
1300,12,61.9,No
1301,16,65.5,No
1302,12,68.5,No
1303,33,66.0,Yes
1304,29,94.6,Yes
1305,25,91.8,Yes
1306,27,95.1,Yes
1307,23,99.6,Yes
1308,26,93.8,Yes
1309,33,80.7,Yes
1310,30,89.7,Yes
1311,25,97.9,Yes
1312,30,96.3,Yes
1313,21,78.9,No
1314,27,81.9,Yes
1315,25,94.7,Yes
1316,26,97.4,Yes
1317,33,90.2,Yes
1318,34,81.3,Yes
1319,13,74.1,No
1320,13,71.4,No
1321,24,71.7,Yes
1322,24,91.1,Yes
1323,18,83.3,No
1324,16,74.8,No
1325,18,72.0,No
1326,13,68.3,No
1327,26,76.7,Yes
1328,13,69.7,No
1329,21,77.2,No
1330,19,76.5,No
1331,32,79.9,Yes
1332,30,91.1,Yes
1333,27,76.5,Yes
1334,32,86.0,Yes
1335,23,79.6,Yes
1336,18,76.3,No
1337,17,67.9,No
1338,13,74.3,No
1339,33,68.3,Yes
1340,18,81.4,No
1341,18,86.0,No
1342,31,91.5,Yes
1343,24,91.0,Yes
1344,28,92.2,Yes
1345,33,80.7,Yes
1346,27,89.9,Yes
1347,32,91.9,Yes
1348,28,84.0,Yes
1349,31,89.3,Yes
1350,33,85.1,Yes
1351,34,87.7,Yes
1352,30,83.5,Yes
1353,27,75.0,Yes
1354,33,69.4,Yes
1355,24,75.9,Yes
1356,33,73.4,Yes
1357,30,70.5,Yes
1358,28,73.5,Yes
1359,31,70.1,Yes
1360,28,77.4,Yes
1361,12,74.9,No
1362,34,67.8,Yes
1363,12,64.5,No
1364,16,50.9,No
1365,12,50.7,No
1366,15,47.5,No
1367,23,43.3,Yes
1368,26,61.3,Yes
1369,27,73.8,Yes
1370,17,75.7,No
1371,21,66.2,No
1372,14,67.7,No
1373,21,70.3,No
1374,32,67.8,Yes
1375,28,91.0,Yes
1376,23,87.8,Yes
1377,25,96.6,Yes
1378,23,99.0,Yes
1379,32,97.3,Yes
1380,32,85.9,Yes
1381,23,91.7,Yes
1382,25,98.6,Yes
1383,24,91.3,Yes
1384,16,82.6,No
1385,30,83.1,Yes
1386,27,95.5,Yes
1387,29,97.2,Yes
1388,29,94.6,Yes
1389,27,83.7,Yes
1390,16,76.3,No
1391,15,71.3,No
1392,33,73.9,Yes
1393,27,92.0,Yes
1394,27,86.7,Yes
1395,27,76.7,Yes
1396,17,73.2,No
1397,17,67.6,No
1398,33,80.5,Yes
1399,14,71.7,No
1400,32,77.3,Yes
1401,20,76.5,No
1402,29,78.8,Yes
1403,31,90.8,Yes
1404,28,80.0,Yes
1405,18,86.6,No
1406,27,80.0,Yes
1407,19,77.8,No
1408,19,70.0,No
1409,31,72.0,Yes
1410,34,74.0,Yes
1411,14,84.0,No
1412,19,85.5,No
1413,26,91.3,Yes
1414,29,92.8,Yes
1415,34,92.7,Yes
1416,29,84.8,Yes
1417,30,91.7,Yes
1418,25,93.2,Yes
1419,34,85.5,Yes
1420,12,89.5,No
1421,26,84.9,Yes
1422,23,85.4,Yes
1423,23,81.8,Yes
1424,33,73.3,Yes
1425,23,72.1,Yes
1426,28,76.1,Yes
1427,21,73.0,No
1428,34,70.8,Yes
1429,32,73.0,Yes
1430,17,67.8,No
1431,34,76.5,Yes
1432,20,75.0,No
1433,14,66.7,No
1434,12,64.6,No
1435,15,51.0,No
1436,21,50.8,No
1437,20,47.8,No
1438,21,44.3,No
1439,31,61.7,Yes
1440,31,69.6,Yes
1441,21,66.9,No
1442,13,53.8,No
1443,16,59.3,No
1444,17,61.1,No
1445,26,75.0,Yes
1446,27,93.2,Yes
1447,27,85.9,Yes
1448,23,93.4,Yes
1449,26,97.6,Yes
1450,25,94.0,Yes
1451,13,82.6,No
1452,23,87.7,Yes
1453,31,96.5,Yes
1454,32,90.4,Yes
1455,18,79.1,No
1456,32,80.7,Yes
1457,28,92.4,Yes
1458,23,94.0,Yes
1459,26,92.4,Yes
1460,27,82.8,Yes
1461,13,73.9,No
1462,21,72.0,No
1463,18,73.0,No
1464,30,89.9,Yes
1465,29,83.1,Yes
1466,13,74.3,No
1467,15,72.4,No
1468,13,69.9,No
1469,15,80.0,No
1470,19,70.2,No
1471,27,75.4,Yes
1472,13,75.2,No
1473,25,78.4,Yes
1474,34,88.7,Yes
1475,33,77.2,Yes
1476,21,81.8,No
1477,24,77.9,Yes
1478,20,74.6,No
1479,17,67.8,No
1480,17,72.1,No
1481,29,72.0,Yes
1482,16,81.4,No
1483,19,82.8,No
1484,33,87.7,Yes
1485,28,89.3,Yes
1486,27,89.0,Yes
1487,26,80.5,Yes
1488,25,88.1,Yes
1489,17,89.1,No
1490,21,84.3,No
1491,26,81.5,Yes
1492,25,67.3,Yes
1493,31,82.0,Yes
1494,31,75.8,Yes
1495,24,69.5,Yes
1496,27,68.0,Yes
1497,24,65.8,Yes
1498,26,74.9,Yes
1499,25,67.1,Yes
1500,29,68.1,Yes
1501,32,66.0,Yes
1502,27,72.5,Yes
1503,12,71.3,No
1504,29,62.9,Yes
1505,24,57.3,Yes
1506,21,53.6,No
1507,14,46.2,No
1508,15,42.4,No
1509,30,45.5,Yes
1510,23,60.7,Yes
1511,25,69.0,Yes
1512,20,64.1,No
1513,21,63.3,No
1514,13,62.6,No
1515,15,59.4,No
1516,25,60.2,Yes
1517,27,80.5,Yes
1518,29,77.5,Yes
1519,30,84.4,Yes
1520,27,91.3,Yes
1521,27,82.1,Yes
1522,28,77.2,Yes
1523,28,87.2,Yes
1524,27,91.2,Yes
1525,29,87.1,Yes
1526,29,75.8,Yes
1527,26,74.7,Yes
1528,26,85.6,Yes
1529,28,89.8,Yes
1530,26,88.4,Yes
1531,31,74.0,Yes
1532,32,72.8,Yes
1533,32,69.7,Yes
1534,31,69.8,Yes
1535,24,89.1,Yes
1536,32,84.4,Yes
1537,34,70.0,Yes
1538,15,66.6,No
1539,13,65.6,No
1540,24,77.4,Yes
1541,30,68.6,Yes
1542,34,72.8,Yes
1543,32,69.6,Yes
1544,27,83.3,Yes
1545,29,90.2,Yes
1546,23,76.8,Yes
1547,31,78.3,Yes
1548,33,77.3,Yes
1549,16,73.0,No
1550,15,64.7,No
1551,30,67.2,Yes
1552,31,70.2,Yes
1553,13,74.0,No
1554,24,82.5,Yes
1555,24,83.5,Yes
1556,29,84.4,Yes
1557,19,83.5,No
1558,31,77.9,Yes
1559,23,88.2,Yes
1560,31,84.3,Yes
1561,30,79.0,Yes
1562,25,70.1,Yes
1563,32,67.9,Yes
1564,34,79.7,Yes
1565,29,73.8,Yes
1566,30,59.7,Yes
1567,31,70.2,Yes
1568,28,69.3,Yes
1569,32,69.0,Yes
1570,28,69.2,Yes
1571,26,68.5,Yes
1572,34,67.1,Yes
1573,25,69.3,Yes
1574,23,66.8,Yes
1575,12,59.8,No
1576,31,54.5,Yes
1577,12,48.7,No
1578,20,45.1,No
1579,32,41.7,Yes
1580,34,44.6,Yes
1581,14,56.7,No
1582,32,59.8,Yes
1583,15,56.4,No
1584,20,54.9,No
1585,15,52.2,No
1586,21,53.7,No
1587,23,55.3,Yes
1588,34,74.7,Yes
1589,26,72.1,Yes
1590,33,79.0,Yes
1591,25,85.4,Yes
1592,26,78.6,Yes
1593,27,74.8,Yes
1594,25,80.8,Yes
1595,33,86.9,Yes
1596,24,84.8,Yes
1597,14,77.4,No
1598,30,75.3,Yes
1599,33,81.5,Yes
1600,26,86.3,Yes
1601,30,81.0,Yes
1602,33,74.8,Yes
1603,24,70.3,Yes
1604,21,68.3,No
1605,27,70.8,Yes
1606,29,90.3,Yes
1607,27,82.1,Yes
1608,32,69.9,Yes
1609,33,68.4,Yes
1610,14,63.7,No
1611,26,76.9,Yes
1612,12,70.6,No
1613,34,73.7,Yes
1614,28,73.7,Yes
1615,28,77.5,Yes
1616,25,90.4,Yes
1617,29,78.3,Yes
1618,29,80.5,Yes
1619,28,77.9,Yes
1620,16,74.9,No
1621,31,69.6,Yes
1622,18,67.7,No
1623,31,74.4,Yes
1624,13,71.9,No
1625,24,75.3,Yes
1626,23,81.6,Yes
1627,29,83.0,Yes
1628,32,83.7,Yes
1629,27,76.4,Yes
1630,31,82.8,Yes
1631,25,82.0,Yes
1632,28,77.6,Yes
1633,34,78.8,Yes
1634,33,72.6,Yes
1635,33,82.4,Yes
1636,33,76.4,Yes
1637,28,63.4,Yes
1638,23,69.4,Yes
1639,32,70.7,Yes
1640,30,68.9,Yes
1641,24,65.9,Yes
1642,29,66.0,Yes
1643,27,65.5,Yes
1644,28,69.8,Yes
1645,32,66.0,Yes
1646,16,59.4,No
1647,33,52.0,Yes
1648,31,49.8,Yes
1649,20,45.2,No
1650,21,44.9,No
1651,29,42.9,Yes
1652,21,59.6,No
1653,33,65.0,Yes
1654,16,65.3,No
1655,20,60.8,No
1656,15,59.4,No
1657,12,59.3,No
1658,31,56.8,Yes
1659,29,79.9,Yes
1660,24,75.3,Yes
1661,30,83.1,Yes
1662,28,88.3,Yes
1663,28,80.6,Yes
1664,28,75.4,Yes
1665,23,78.4,Yes
1666,28,86.3,Yes
1667,26,83.4,Yes
1668,19,73.0,No
1669,27,71.0,Yes
1670,31,80.2,Yes
1671,25,87.5,Yes
1672,32,83.1,Yes
1673,25,76.4,Yes
1674,17,78.3,No
1675,12,62.4,No
1676,29,69.7,Yes
1677,31,86.8,Yes
1678,31,79.7,Yes
1679,19,68.0,No
1680,13,65.8,No
1681,16,61.2,No
1682,18,76.0,No
1683,14,78.0,No
1684,33,81.8,Yes
1685,14,78.0,No
1686,31,76.3,Yes
1687,28,85.6,Yes
1688,32,68.2,Yes
1689,27,78.6,Yes
1690,33,73.8,Yes
1691,12,71.7,No
1692,12,64.8,No
1693,14,68.6,No
1694,34,67.4,Yes
1695,17,72.1,No
1696,25,71.4,Yes
1697,33,81.2,Yes
1698,29,80.6,Yes
1699,14,82.2,No
1700,25,74.6,Yes
1701,33,82.3,Yes
1702,25,84.6,Yes
1703,32,77.8,Yes
1704,34,90.3,Yes
1705,26,84.9,Yes
1706,27,87.8,Yes
1707,34,78.2,Yes
1708,33,71.0,Yes
1709,26,72.1,Yes
1710,32,73.5,Yes
1711,29,70.9,Yes
1712,33,76.1,Yes
1713,26,73.0,Yes
1714,29,65.9,Yes
1715,26,73.3,Yes
1716,20,71.0,No
1717,27,63.9,Yes
1718,23,65.6,Yes
1719,23,51.7,Yes
1720,16,52.6,No
1721,14,48.8,No
1722,32,44.3,Yes
1723,27,64.9,Yes
1724,31,72.0,Yes
1725,29,67.3,Yes
1726,16,63.6,No
1727,21,63.6,No
1728,20,63.6,No
1729,31,63.5,Yes
1730,24,86.9,Yes
1731,34,83.7,Yes
1732,26,90.7,Yes
1733,30,92.1,Yes
1734,32,84.0,Yes
1735,34,76.9,Yes
1736,26,79.9,Yes
1737,29,90.5,Yes
1738,25,90.1,Yes
1739,12,72.9,No
1740,12,74.0,No
1741,32,90.8,Yes
1742,31,92.2,Yes
1743,25,83.7,Yes
1744,24,76.9,Yes
1745,25,70.9,Yes
1746,13,66.3,No
1747,25,71.0,Yes
1748,34,90.8,Yes
1749,23,84.3,Yes
1750,16,70.9,No
1751,12,63.8,No
1752,13,66.9,No
1753,16,77.5,No
1754,25,70.9,Yes
1755,33,73.4,Yes
1756,34,71.7,Yes
1757,23,77.5,Yes
1758,33,92.0,Yes
1759,27,73.7,Yes
1760,28,80.1,Yes
1761,14,78.6,No
1762,18,70.9,No
1763,20,63.5,No
1764,30,71.1,Yes
1765,16,67.2,No
1766,17,73.1,No
1767,17,77.1,No
1768,29,83.7,Yes
1769,26,84.2,Yes
1770,15,90.8,No
1771,32,79.3,Yes
1772,27,84.1,Yes
1773,15,83.9,No
1774,31,77.3,Yes
1775,34,82.8,Yes
1776,26,75.7,Yes
1777,25,83.2,Yes
1778,25,78.4,Yes
1779,25,78.7,Yes
1780,33,74.8,Yes
1781,30,77.1,Yes
1782,24,72.8,Yes
1783,30,76.6,Yes
1784,30,73.2,Yes
1785,24,58.8,Yes
1786,24,73.5,Yes
1787,23,73.6,Yes
1788,29,63.1,Yes
1789,28,55.8,Yes
1790,28,49.2,Yes
1791,20,43.8,No
1792,12,46.8,No
1793,31,47.0,Yes
1794,15,68.6,No
1795,23,65.6,Yes
1796,31,59.1,Yes
1797,21,55.8,No
1798,21,55.8,No
1799,18,55.9,No
1800,33,55.5,Yes
1801,34,80.0,Yes
1802,31,75.4,Yes
1803,26,83.1,Yes
1804,32,89.9,Yes
1805,31,80.6,Yes
1806,28,75.1,Yes
1807,24,79.2,Yes
1808,32,86.5,Yes
1809,28,85.0,Yes
1810,12,81.9,No
1811,16,75.9,No
1812,30,83.7,Yes
1813,30,88.6,Yes
1814,28,86.8,Yes
1815,30,78.9,Yes
1816,13,72.6,No
1817,16,64.3,No
1818,32,73.4,Yes
1819,30,91.9,Yes
1820,26,94.6,Yes
1821,25,70.8,Yes
1822,14,63.7,No
1823,12,70.9,No
1824,15,79.1,No
1825,33,72.9,Yes
1826,13,84.0,No
1827,13,78.1,No
1828,23,76.1,Yes
1829,33,88.3,Yes
1830,25,82.8,Yes
1831,26,80.1,Yes
1832,13,75.3,No
1833,17,77.5,No
1834,26,63.5,Yes
1835,33,68.0,Yes
1836,32,70.8,Yes
1837,24,74.5,Yes
1838,21,80.5,No
1839,34,84.7,Yes
1840,26,84.1,Yes
1841,26,90.9,Yes
1842,34,75.9,Yes
1843,33,83.9,Yes
1844,15,84.8,No
1845,23,83.9,Yes
1846,21,74.8,No
1847,31,74.9,Yes
1848,31,81.3,Yes
1849,23,73.7,Yes
1850,29,58.7,Yes
1851,27,75.3,Yes
1852,26,70.5,Yes
1853,26,65.7,Yes
1854,32,71.5,Yes
1855,26,68.5,Yes
1856,33,63.9,Yes
1857,26,72.4,Yes
1858,26,64.5,Yes
1859,17,62.3,No
1860,33,56.8,Yes
1861,20,48.4,No
1862,21,49.7,No
1863,21,50.0,No
1864,32,45.7,Yes
1865,19,60.9,No
1866,26,61.6,Yes
1867,19,63.4,No
1868,13,54.8,No
1869,16,54.3,No
1870,15,55.5,No
1871,30,56.6,Yes
1872,27,80.3,Yes
1873,30,77.3,Yes
1874,23,86.7,Yes
1875,32,90.7,Yes
1876,24,81.7,Yes
1877,29,72.9,Yes
1878,29,79.5,Yes
1879,27,87.3,Yes
1880,33,83.2,Yes
1881,12,73.3,No
1882,24,75.6,Yes
1883,26,81.6,Yes
1884,29,91.0,Yes
1885,23,87.3,Yes
1886,34,71.5,Yes
1887,18,63.9,No
1888,17,59.5,No
1889,27,67.5,Yes
1890,28,93.1,Yes
1891,28,82.0,Yes
1892,17,62.9,No
1893,23,61.9,Yes
1894,21,63.4,No
1895,30,81.5,Yes
1896,17,65.0,No
1897,28,69.5,Yes
1898,33,69.9,Yes
1899,31,72.8,Yes
1900,25,88.6,Yes
1901,30,75.2,Yes
1902,27,76.6,Yes
1903,32,71.8,Yes
1904,17,66.9,No
1905,12,63.9,No
1906,24,56.5,Yes
1907,23,66.7,Yes
1908,14,66.9,No
1909,16,68.3,No
1910,28,79.9,Yes
1911,26,85.5,Yes
1912,32,85.7,Yes
1913,29,72.7,Yes
1914,28,82.3,Yes
1915,29,81.6,Yes
1916,28,76.6,Yes
1917,23,77.4,Yes
1918,26,74.9,Yes
1919,34,83.9,Yes
1920,27,77.1,Yes
1921,28,66.3,Yes
1922,31,78.0,Yes
1923,27,74.0,Yes
1924,27,68.5,Yes
1925,28,73.6,Yes
1926,34,68.8,Yes
1927,25,70.2,Yes
1928,24,74.9,Yes
1929,31,67.4,Yes
1930,18,64.1,No
1931,32,59.6,Yes
1932,15,55.9,No
1933,21,55.7,No
1934,20,52.1,No
1935,20,50.6,No
1936,20,55.3,No
1937,29,63.3,Yes
1938,23,63.2,Yes
1939,18,55.2,No
1940,14,54.0,No
1941,19,53.8,No
1942,25,55.8,Yes
1943,25,76.6,Yes
1944,29,75.9,Yes
1945,31,81.7,Yes
1946,28,89.2,Yes
1947,26,74.7,Yes
1948,33,78.1,Yes
1949,31,73.9,Yes
1950,29,81.4,Yes
1951,27,78.5,Yes
1952,20,69.2,No
1953,29,69.0,Yes
1954,24,75.4,Yes
1955,27,81.7,Yes
1956,23,82.2,Yes
1957,32,67.3,Yes
1958,18,59.6,No
1959,15,58.7,No
1960,23,64.7,Yes
1961,24,85.4,Yes
1962,34,79.7,Yes
1963,16,58.2,No
1964,21,54.8,No
1965,21,59.4,No
1966,32,65.0,Yes
1967,17,61.4,No
1968,12,63.6,No
1969,29,63.5,Yes
1970,26,69.0,Yes
1971,26,83.2,Yes
1972,34,64.6,Yes
1973,26,67.9,Yes
1974,33,66.3,Yes
1975,18,65.0,No
1976,28,57.0,Yes
1977,31,53.6,Yes
1978,31,63.5,Yes
1979,18,65.8,No
1980,32,63.9,Yes
1981,30,74.0,Yes
1982,25,77.2,Yes
1983,26,77.3,Yes
1984,27,66.1,Yes
1985,27,78.4,Yes
1986,27,75.8,Yes
1987,28,69.4,Yes
1988,13,84.9,No
1989,28,83.1,Yes
1990,24,89.9,Yes
1991,33,85.1,Yes
1992,31,81.7,Yes
1993,28,87.6,Yes
1994,28,82.7,Yes
1995,13,79.1,No
1996,29,85.0,Yes
1997,34,79.0,Yes
1998,18,81.0,No
1999,23,85.0,Yes
2000,26,78.6,Yes
2001,31,75.9,Yes
2002,12,75.7,No
2003,19,63.7,No
2004,20,55.8,No
2005,20,50.4,No
2006,16,50.4,No
2007,21,71.4,No
2008,32,78.0,Yes
2009,13,72.9,No
2010,17,55.1,No
2011,21,64.0,No
2012,15,54.2,No
2013,25,55.6,Yes
2014,26,81.3,Yes
2015,23,84.0,Yes
2016,25,83.7,Yes
2017,25,92.5,Yes
2018,34,84.2,Yes
2019,32,87.8,Yes
2020,32,77.1,Yes
2021,27,86.7,Yes
2022,32,84.4,Yes
2023,21,71.6,No
2024,32,79.9,Yes
2025,31,80.2,Yes
2026,34,82.6,Yes
2027,30,84.6,Yes
2028,25,70.0,Yes
2029,12,63.6,No
2030,21,63.6,No
2031,30,70.3,Yes
2032,31,88.1,Yes
2033,24,81.9,Yes
2034,17,61.6,No
2035,17,62.9,No
2036,19,61.4,No
2037,32,89.5,Yes
2038,20,63.8,No
2039,30,66.0,Yes
2040,30,63.5,Yes
2041,26,70.7,Yes
2042,32,86.5,Yes
2043,32,73.9,Yes
2044,25,85.2,Yes
2045,19,75.2,No
2046,20,70.5,No
2047,17,69.8,No
2048,17,56.4,No
2049,33,63.9,Yes
2050,21,68.1,No
2051,31,67.9,Yes
2052,32,77.0,Yes
2053,29,84.4,Yes
2054,26,80.0,Yes
2055,25,75.6,Yes
2056,26,82.8,Yes
2057,28,79.5,Yes
2058,29,78.2,Yes
2059,25,84.9,Yes
2060,25,83.1,Yes
2061,29,89.9,Yes
2062,24,85.1,Yes
2063,27,81.7,Yes
2064,26,87.6,Yes
2065,30,82.7,Yes
2066,33,79.1,Yes
2067,25,85.0,Yes
2068,29,79.0,Yes
2069,33,81.0,Yes
2070,25,85.0,Yes
2071,23,78.6,Yes
2072,31,75.9,Yes
2073,27,75.7,Yes
2074,27,57.2,Yes
2075,12,54.1,No
2076,14,53.1,No
2077,28,61.3,Yes
2078,12,74.1,No
2079,31,69.0,Yes
2080,12,69.9,No
2081,16,55.3,No
2082,18,59.0,No
2083,16,57.0,No
2084,26,68.3,Yes
2085,26,89.1,Yes
2086,33,90.4,Yes
2087,24,90.8,Yes
2088,24,92.5,Yes
2089,30,88.0,Yes
2090,32,77.0,Yes
2091,23,84.5,Yes
2092,24,90.9,Yes
2093,32,90.2,Yes
2094,19,77.8,No
2095,31,79.7,Yes
2096,23,83.5,Yes
2097,29,88.3,Yes
2098,23,87.3,Yes
2099,23,76.3,Yes
2100,21,68.7,No
2101,19,64.4,No
2102,30,72.0,Yes
2103,33,92.4,Yes
2104,24,83.3,Yes
2105,16,66.6,No
2106,12,63.1,No
2107,16,64.9,No
2108,24,77.0,Yes
2109,24,68.4,Yes
2110,31,70.6,Yes
2111,29,71.4,Yes
2112,24,74.2,Yes
2113,27,94.2,Yes
2114,34,73.6,Yes
2115,33,77.7,Yes
2116,24,75.1,Yes
2117,13,74.4,No
2118,15,64.2,No
2119,12,63.6,No
2120,30,72.0,Yes
2121,12,72.4,No
2122,26,73.5,Yes
2123,34,83.1,Yes
2124,27,86.0,Yes
2125,25,86.3,Yes
2126,30,77.7,Yes
2127,29,90.0,Yes
2128,34,87.0,Yes
2129,27,79.6,Yes
2130,34,73.8,Yes
2131,30,75.6,Yes
2132,23,84.2,Yes
2133,23,76.2,Yes
2134,24,61.8,Yes
2135,28,82.6,Yes
2136,24,73.6,Yes
2137,34,65.3,Yes
2138,33,72.7,Yes
2139,27,63.7,Yes
2140,34,70.6,Yes
2141,31,70.4,Yes
2142,27,63.7,Yes
2143,25,62.0,Yes
2144,16,54.0,No
2145,19,50.8,No
2146,17,48.7,No
2147,14,45.5,No
2148,15,49.9,No
2149,21,58.9,No
2150,24,62.2,Yes
2151,12,59.7,No
2152,17,53.0,No
2153,12,52.2,No
2154,17,54.5,No
2155,34,57.1,Yes
2156,31,88.2,Yes
2157,25,86.5,Yes
2158,26,91.6,Yes
2159,25,95.1,Yes
2160,30,86.9,Yes
2161,26,76.2,Yes
2162,25,85.6,Yes
2163,26,94.5,Yes
2164,32,91.2,Yes
2165,27,79.9,Yes
2166,34,79.8,Yes
2167,24,89.8,Yes
2168,27,96.3,Yes
2169,24,92.0,Yes
2170,28,76.9,Yes
2171,12,65.3,No
2172,13,65.4,No
2173,25,74.4,Yes
2174,28,94.3,Yes
2175,24,85.4,Yes
2176,12,68.7,No
2177,14,63.0,No
2178,20,66.1,No
2179,32,77.9,Yes
2180,18,68.7,No
2181,25,74.9,Yes
2182,25,74.0,Yes
2183,24,78.0,Yes
2184,32,96.6,Yes
2185,30,78.6,Yes
2186,26,80.9,Yes
2187,33,75.6,Yes
2188,21,70.3,No
2189,12,64.9,No
2190,17,59.7,No
2191,15,70.1,No
2192,16,74.6,No
2193,29,73.9,Yes
2194,23,87.3,Yes
2195,33,93.9,Yes
2196,27,90.0,Yes
2197,30,80.1,Yes
2198,25,94.9,Yes
2199,24,89.0,Yes
2200,34,84.2,Yes
2201,21,71.1,No
2202,23,78.6,Yes
2203,25,84.0,Yes
2204,13,78.5,No
2205,33,58.6,Yes
2206,30,79.2,Yes
2207,23,69.5,Yes
2208,32,64.8,Yes
2209,27,70.2,Yes
2210,29,62.1,Yes
2211,17,71.5,No
2212,27,69.7,Yes
2213,24,72.9,Yes
2214,24,64.7,Yes
2215,27,56.3,Yes
2216,21,51.1,No
2217,13,48.1,No
2218,19,49.2,No
2219,18,51.2,No
2220,13,55.2,No
2221,28,61.4,Yes
2222,13,60.3,No
2223,18,53.3,No
2224,19,53.1,No
2225,18,53.0,No
2226,31,56.7,Yes
2227,29,88.2,Yes
2228,27,85.7,Yes
2229,26,91.6,Yes
2230,25,98.0,Yes
2231,26,86.9,Yes
2232,26,73.0,Yes
2233,28,85.7,Yes
2234,32,98.3,Yes
2235,26,86.6,Yes
2236,28,76.8,Yes
2237,24,81.1,Yes
2238,27,90.9,Yes
2239,25,97.1,Yes
2240,33,92.8,Yes
2241,25,77.3,Yes
2242,21,65.9,No
2243,26,64.9,Yes
2244,26,78.7,Yes
2245,25,93.4,Yes
2246,29,85.4,Yes
2247,16,73.0,No
2248,26,70.3,Yes
2249,21,67.9,No
2250,34,81.1,Yes
2251,17,69.3,No
2252,30,78.7,Yes
2253,26,73.6,Yes
2254,25,77.7,Yes
2255,33,94.4,Yes
2256,33,79.3,Yes
2257,24,81.8,Yes
2258,23,79.1,Yes
2259,16,69.9,No
2260,24,72.1,Yes
2261,19,71.4,No
2262,34,71.7,Yes
2263,25,80.4,Yes
2264,33,74.5,Yes
2265,31,89.4,Yes
2266,24,92.3,Yes
2267,23,91.5,Yes
2268,31,77.1,Yes
2269,34,91.8,Yes
2270,32,87.2,Yes
2271,29,86.7,Yes
2272,15,70.8,No
2273,23,72.5,Yes
2274,28,81.7,Yes
2275,27,72.5,Yes
2276,24,55.4,Yes
2277,31,77.1,Yes
2278,34,65.2,Yes
2279,25,63.7,Yes
2280,29,70.9,Yes
2281,29,63.5,Yes
2282,19,70.9,No
2283,17,70.9,No
2284,24,63.3,Yes
2285,20,63.5,No
2286,16,55.8,No
2287,18,47.5,No
2288,12,47.5,No
2289,14,47.3,No
2290,17,48.1,No
2291,18,54.7,No
2292,23,58.4,Yes
2293,13,60.9,No
2294,16,53.3,No
2295,15,55.4,No
2296,14,48.9,No
2297,34,55.4,Yes
2298,28,78.7,Yes
2299,31,75.5,Yes
2300,28,83.0,Yes
2301,28,90.4,Yes
2302,24,84.5,Yes
2303,24,76.9,Yes
2304,30,85.7,Yes
2305,30,97.9,Yes
2306,34,83.7,Yes
2307,30,76.8,Yes
2308,28,77.1,Yes
2309,28,90.9,Yes
2310,30,96.4,Yes
2311,25,86.1,Yes
2312,31,77.3,Yes
2313,14,65.8,No
2314,27,63.5,Yes
2315,29,71.0,Yes
2316,29,90.3,Yes
2317,26,83.5,Yes
2318,34,70.8,Yes
2319,34,63.5,Yes
2320,33,64.4,Yes
2321,29,77.0,Yes
2322,26,67.1,Yes
2323,27,72.7,Yes
2324,26,69.1,Yes
2325,31,73.4,Yes
2326,23,92.1,Yes
2327,30,79.5,Yes
2328,26,77.4,Yes
2329,30,65.5,Yes
2330,12,65.9,No
2331,31,70.7,Yes
2332,15,64.6,No
2333,23,66.4,Yes
2334,28,78.2,Yes
2335,30,74.3,Yes
2336,29,83.7,Yes
2337,29,89.2,Yes
2338,33,90.7,Yes
2339,27,77.5,Yes
2340,34,86.2,Yes
2341,33,84.3,Yes
2342,34,76.7,Yes
2343,33,90.5,Yes
